"Area Name","Area Type","Year","Month","Seasonally Adjusted(Y/N)","Status","Labor Force","Employment","Unemployment","Unemployment Rate"
"Traver CDP","Sub-County Place","2019","Annual","N","Final","200","200","0","9.6"
"Trinidad city","Sub-County Place","2019","Annual","N","Final","100","100","0","2.8"
"Truckee town","Sub-County Place","2019","Annual","N","Final","9410","9080","330","3.5"
"Tulare city","Sub-County Place","2019","Annual","N","Final","28100","26400","1700","6"
"Tuolumne City CDP","Sub-County Place","2019","Annual","N","Final","530","530","0","0"
"Tupman CDP","Sub-County Place","2019","Annual","N","Final","100","100","0","0"
"Turlock city","Sub-County Place","2019","Annual","N","Final","33700","32100","1600","4.6"
"Tustin city","Sub-County Place","2019","Annual","N","Final","42500","41300","1100","2.7"
"Twain CDP","Sub-County Place","2019","Annual","N","Final","90","70","20","22.4"
"Twain Harte CDP","Sub-County Place","2019","Annual","N","Final","1090","1050","40","4"
"Twentynine Palms city","Sub-County Place","2019","Annual","N","Final","6900","6500","300","5.1"
"Twin Lakes CDP","Sub-County Place","2019","Annual","N","Final","2900","2800","100","3.5"
"Ukiah city","Sub-County Place","2019","Annual","N","Final","7380","7070","300","4.1"
"Union City city","Sub-County Place","2019","Annual","N","Final","36600","35500","1100","3.1"
"Upland city","Sub-County Place","2019","Annual","N","Final","39500","38200","1200","3.1"
"Upper Lake CDP","Sub-County Place","2019","Annual","N","Final","860","820","40","4.1"
"Vacaville city","Sub-County Place","2019","Annual","N","Final","45900","44400","1500","3.2"
"Valinda CDP","Sub-County Place","2019","Annual","N","Final","11700","11200","500","4.1"
"Vallejo city","Sub-County Place","2019","Annual","N","Final","56200","53800","2400","4.2"
"Valle Vista CDP","Sub-County Place","2019","Annual","N","Final","7900","7500","300","4.3"
"Valley Acres CDP","Sub-County Place","2019","Annual","N","Final","300","200","100","25.3"
"Valley Center CDP","Sub-County Place","2019","Annual","N","Final","4900","4800","100","1.8"
"Valley Ranch CDP","Sub-County Place","2019","Annual","N","Final","0","0","0","0"
"Valley Springs CDP","Sub-County Place","2019","Annual","N","Final","2190","2090","100","4.7"
"Val Verde CDP","Sub-County Place","2019","Annual","N","Final","1600","1500","100","4.4"
"Vandenberg AFB CDP","Sub-County Place","2019","Annual","N","Final","800","700","0","6.2"
"Vandenberg Village CDP","Sub-County Place","2019","Annual","N","Final","3500","3400","100","2.9"
"Vernon city","Sub-County Place","2019","Annual","N","Final","100","100","0","5.1"
"Victorville city","Sub-County Place","2019","Annual","N","Final","45900","43300","2600","5.6"
"View Park Windsor Hills CDP","Sub-County Place","2019","Annual","N","Final","5900","5500","400","6.7"
"Villa Park city","Sub-County Place","2019","Annual","N","Final","2500","2500","0","0.6"
"Vine Hill CDP","Sub-County Place","2019","Annual","N","Final","1700","1600","100","4"
"Vineyard CDP","Sub-County Place","2019","Annual","N","Final","18700","18100","500","2.8"
"Visalia city","Sub-County Place","2019","Annual","N","Final","61300","58200","3100","5.1"
"Vista city","Sub-County Place","2019","Annual","N","Final","45100","43500","1600","3.6"
"Walnut city","Sub-County Place","2019","Annual","N","Final","16100","15600","600","3.5"
"Walnut Creek city","Sub-County Place","2019","Annual","N","Final","34400","33500","900","2.6"
"Walnut Grove CDP","Sub-County Place","2019","Annual","N","Final","600","600","0","1.7"
"Walnut Park CDP","Sub-County Place","2019","Annual","N","Final","8300","7900","400","5.2"
"Wasco city","Sub-County Place","2019","Annual","N","Final","9100","7900","1200","12.7"
"Waterford city","Sub-County Place","2019","Annual","N","Final","3800","3600","200","5.5"
"Watsonville city","Sub-County Place","2019","Annual","N","Final","26200","23400","2800","10.7"
"Weaverville CDP","Sub-County Place","2019","Annual","N","Final","1500","1400","100","6.6"
"Weed city","Sub-County Place","2019","Annual","N","Final","990","920","70","6.9"
"Weedpatch CDP","Sub-County Place","2019","Annual","N","Final","1000","800","200","22.5"
"Weldon CDP","Sub-County Place","2019","Annual","N","Final","800","700","100","7.5"
"West Athens CDP","Sub-County Place","2019","Annual","N","Final","4600","4300","400","7.7"
"West Bishop CDP","Sub-County Place","2019","Annual","N","Final","1020","980","40","3.9"
"West Carson CDP","Sub-County Place","2019","Annual","N","Final","11800","11300","500","3.8"
"West Covina city","Sub-County Place","2019","Annual","N","Final","53000","50700","2400","4.4"
"West Hollywood city","Sub-County Place","2019","Annual","N","Final","27400","26000","1400","5"
"Westlake Village city","Sub-County Place","2019","Annual","N","Final","3900","3900","100","1.4"
"West Menlo Park CDP","Sub-County Place","2019","Annual","N","Final","1900","1900","100","2.6"
"Westminster city","Sub-County Place","2019","Annual","N","Final","41700","40400","1300","3.1"
"West Modesto CDP","Sub-County Place","2019","Annual","N","Final","2300","2100","200","7.9"
"Westmont CDP","Sub-County Place","2019","Annual","N","Final","15400","14200","1100","7.4"
"Westmorland city","Sub-County Place","2019","Annual","N","Final","900","600","200","28"
"West Point CDP","Sub-County Place","2019","Annual","N","Final","310","310","0","0"
"West Puente Valley CDP","Sub-County Place","2019","Annual","N","Final","10900","10400","500","4.8"
"West Sacramento city","Sub-County Place","2019","Annual","N","Final","25400","24400","1000","3.8"
"West Whittier Los Nietos CDP","Sub-County Place","2019","Annual","N","Final","12400","12000","400","3.2"
"Westwood CDP","Sub-County Place","2019","Annual","N","Final","450","420","40","7.8"
"Wheatland city","Sub-County Place","2019","Annual","N","Final","1600","1500","0","1.8"
"Whitehawk CDP","Sub-County Place","2019","Annual","N","Final","10","10","0","0"
"Whittier city","Sub-County Place","2019","Annual","N","Final","44000","42100","2000","4.5"
"Wildomar city","Sub-County Place","2019","Annual","N","Final","17600","16900","700","3.7"
"Wilkerson CDP","Sub-County Place","2019","Annual","N","Final","280","270","10","3.6"
"Williams city","Sub-County Place","2019","Annual","N","Final","3020","2320","700","23.1"
"Willits city","Sub-County Place","2019","Annual","N","Final","1730","1620","110","6.3"
"Willowbrook CDP","Sub-County Place","2019","Annual","N","Final","10200","9600","700","6.4"
"Willow Creek CDP","Sub-County Place","2019","Annual","N","Final","500","500","0","2.5"
"Willows city","Sub-County Place","2019","Annual","N","Final","2280","2100","180","8"
"Wilton CDP","Sub-County Place","2019","Annual","N","Final","2600","2500","100","2.5"
"Winchester CDP","Sub-County Place","2019","Annual","N","Final","1300","1200","0","3.3"
"Windsor town","Sub-County Place","2019","Annual","N","Final","14000","13600","400","2.7"
"Winters city","Sub-County Place","2019","Annual","N","Final","4100","4000","100","2.1"
"Winton CDP","Sub-County Place","2019","Annual","N","Final","4600","4100","500","10.9"
"Wofford Heights CDP","Sub-County Place","2019","Annual","N","Final","400","400","0","5.7"
"Woodcrest CDP","Sub-County Place","2019","Annual","N","Final","8600","8300","300","3.4"
"Woodlake city","Sub-County Place","2019","Annual","N","Final","2700","2500","200","8.1"
"Woodland city","Sub-County Place","2019","Annual","N","Final","30500","28900","1600","5.3"
"Woodville CDP","Sub-County Place","2019","Annual","N","Final","800","600","100","18.5"
"Wrightwood CDP","Sub-County Place","2019","Annual","N","Final","1900","1900","0","2.4"
"Yorba Linda city","Sub-County Place","2019","Annual","N","Final","34900","34000","900","2.6"
"Yosemite Lakes CDP","Sub-County Place","2019","Annual","N","Final","2000","1900","100","4.8"
"Yosemite Valley CDP","Sub-County Place","2019","Annual","N","Final","1190","1150","40","3.5"
"Yountville town","Sub-County Place","2019","Annual","N","Final","1500","1500","100","4.5"
"Yreka city","Sub-County Place","2019","Annual","N","Final","3020","2920","110","3.6"
"Yuba City city","Sub-County Place","2019","Annual","N","Final","31500","29100","2400","7.6"
"Yucaipa city","Sub-County Place","2019","Annual","N","Final","25200","24400","800","3.3"
"Yucca Valley town","Sub-County Place","2019","Annual","N","Final","9100","8600","500","5.4"
"California","State","2020","Annual","N","Final","18958600","17037000","1921600","10.1"
"Alameda County","County","2020","Annual","N","Final","818100","745100","73000","8.9"
"Alpine County","County","2020","Annual","N","Final","510","450","60","11.7"
"Amador County","County","2020","Annual","N","Final","14470","13120","1360","9.4"
"Butte County","County","2020","Annual","N","Final","93200","84500","8700","9.4"
"Calaveras County","County","2020","Annual","N","Final","21350","19690","1670","7.8"
"Colusa County","County","2020","Annual","N","Final","10620","8880","1750","16.4"
"Contra Costa County","County","2020","Annual","N","Final","546300","497200","49100","9"
"Del Norte County","County","2020","Annual","N","Final","9430","8520","910","9.7"
"El Dorado County","County","2020","Annual","N","Final","90900","83200","7700","8.5"
"Fresno County","County","2020","Annual","N","Final","445600","393800","51900","11.6"
"Glenn County","County","2020","Annual","N","Final","12760","11610","1150","9"
"Humboldt County","County","2020","Annual","N","Final","59800","54700","5100","8.5"
"Imperial County","County","2020","Annual","N","Final","71500","55400","16200","22.6"
"Inyo County","County","2020","Annual","N","Final","8320","7660","660","8"
"Kern County","County","2020","Annual","N","Final","386300","336800","49500","12.8"
"Kings County","County","2020","Annual","N","Final","57000","50300","6800","11.8"
"Lake County","County","2020","Annual","N","Final","28460","25680","2780","9.8"
"Lassen County","County","2020","Annual","N","Final","9410","8720","690","7.4"
"Los Angeles County","County","2020","Annual","N","Final","4974700","4363300","611300","12.3"
"Madera County","County","2020","Annual","N","Final","61900","55100","6900","11.1"
"Marin County","County","2020","Annual","N","Final","130600","121800","8900","6.8"
"Mariposa County","County","2020","Annual","N","Final","7200","6400","800","11.1"
"Mendocino County","County","2020","Annual","N","Final","37160","33790","3370","9.1"
"Merced County","County","2020","Annual","N","Final","115500","101000","14500","12.5"
"Modoc County","County","2020","Annual","N","Final","3180","2900","280","8.8"
"Mono County","County","2020","Annual","N","Final","7880","6930","950","12.1"
"Monterey County","County","2020","Annual","N","Final","214200","190300","23900","11.1"
"Napa County","County","2020","Annual","N","Final","68900","62700","6200","8.9"
"Nevada County","County","2020","Annual","N","Final","46780","42980","3800","8.1"
"Orange County","County","2020","Annual","N","Final","1563800","1424300","139500","8.9"
"Placer County","County","2020","Annual","N","Final","187000","173100","13900","7.4"
"Plumas County","County","2020","Annual","N","Final","7630","6790","840","11"
"Riverside County","County","2020","Annual","N","Final","1118900","1006200","112700","10.1"
"Sacramento County","County","2020","Annual","N","Final","710800","643600","67200","9.4"
"San Benito County","County","2020","Annual","N","Final","32500","29300","3200","9.9"
"San Bernardino County","County","2020","Annual","N","Final","972800","879300","93500","9.6"
"San Diego County","County","2020","Annual","N","Final","1544300","1399300","145000","9.4"
"San Francisco County","County","2020","Annual","N","Final","559000","514700","44300","7.9"
"San Joaquin County","County","2020","Annual","N","Final","334800","296300","38400","11.5"
"San Luis Obispo County","County","2020","Annual","N","Final","134200","123700","10500","7.8"
"San Mateo County","County","2020","Annual","N","Final","438600","408300","30300","6.9"
"Santa Barbara County","County","2020","Annual","N","Final","218500","200700","17800","8.1"
"Santa Clara County","County","2020","Annual","N","Final","1023700","950800","72900","7.1"
"Santa Cruz County","County","2020","Annual","N","Final","134800","121800","13100","9.7"
"Shasta County","County","2020","Annual","N","Final","73300","66700","6500","8.9"
"Sierra County","County","2020","Annual","N","Final","1290","1180","110","8.3"
"Siskiyou County","County","2020","Annual","N","Final","16970","15270","1700","10"
"Solano County","County","2020","Annual","N","Final","201800","182100","19700","9.7"
"Sonoma County","County","2020","Annual","N","Final","245700","226000","19700","8"
"Stanislaus County","County","2020","Annual","N","Final","242000","215500","26500","11"
"Sutter County","County","2020","Annual","N","Final","45500","40300","5200","11.4"
"Tehama County","County","2020","Annual","N","Final","25670","23340","2330","9.1"
"Trinity County","County","2020","Annual","N","Final","4540","4170","370","8.2"
"Tulare County","County","2020","Annual","N","Final","202500","175200","27200","13.4"
"Tuolumne County","County","2020","Annual","N","Final","20180","18040","2140","10.6"
"Ventura County","County","2020","Annual","N","Final","410100","374300","35800","8.7"
"Yolo County","County","2020","Annual","N","Final","104800","96700","8100","7.8"
"Yuba County","County","2020","Annual","N","Final","30700","27400","3300","10.6"
"Anaheim-Santa Ana-Irvine MD","Metropolitan Area","2020","Annual","N","Final","1563800","1424300","139500","8.9"
"Bakersfield MSA","Metropolitan Area","2020","Annual","N","Final","386300","336800","49500","12.8"
"Chico MSA","Metropolitan Area","2020","Annual","N","Final","93200","84500","8700","9.4"
"El Centro MSA","Metropolitan Area","2020","Annual","N","Final","71500","55400","16200","22.6"
"Fresno MSA","Metropolitan Area","2020","Annual","N","Final","445600","393800","51900","11.6"
"Hanford-Corcoran MSA","Metropolitan Area","2020","Annual","N","Final","57000","50300","6800","11.8"
"Los Angeles-Long Beach-Glendale MD","Metropolitan Area","2020","Annual","N","Final","4974700","4363300","611300","12.3"
"Madera MSA","Metropolitan Area","2020","Annual","N","Final","61900","55100","6900","11.1"
"Merced MSA","Metropolitan Area","2020","Annual","N","Final","115500","101000","14500","12.5"
"Modesto MSA","Metropolitan Area","2020","Annual","N","Final","242000","215500","26500","11"
"Napa MSA","Metropolitan Area","2020","Annual","N","Final","68900","62700","6200","8.9"
"Oakland-Hayward-Berkeley MD","Metropolitan Area","2020","Annual","N","Final","1364400","1242300","122100","9"
"Oxnard-Thousand Oaks-Ventura MSA","Metropolitan Area","2020","Annual","N","Final","410100","374300","35800","8.7"
"Redding MSA","Metropolitan Area","2020","Annual","N","Final","73300","66700","6500","8.9"
"Riverside-San Bernardino-Ontario MSA","Metropolitan Area","2020","Annual","N","Final","2091700","1885400","206200","9.9"
"Sacramento--Roseville--Arden-Arcade MSA","Metropolitan Area","2020","Annual","N","Final","1093500","996600","96900","8.9"
"Salinas MSA","Metropolitan Area","2020","Annual","N","Final","214200","190300","23900","11.1"
