Area Type,Area Name,Period,SOC Level,Standard Occupational Classification (SOC),Occupational Title,Base Year Employment Estimate,Projected Year Employment Estimate,Numeric Change,Percentage Change,Exits,Transfers,Total Job Openings,Median Hourly Wage,Median Annual Wage,Entry Level Education,Work Experience,Job Training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,49-2011,"Computer, Automated Teller, and Office Machine Repairers",340,340,0,0.0,100,260,360,18.96,"39,429","Some college, no degree",None,Short-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",330,360,30,9.1,120,260,410,29.47,"61,293",Postsecondary non-degree award,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",120,130,10,8.3,40,60,110,38.87,"80,853",Postsecondary non-degree award,None,Long-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,49-2098,Security and Fire Alarm Systems Installers,170,190,20,11.8,40,140,200,23.60,"49,101",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,3,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",4690,5190,500,10.7,1480,3300,5280,0.00,0,N/A,N/A,N/A
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,49-3011,Aircraft Mechanics and Service Technicians,250,320,70,28.0,80,150,300,33.72,"70,128",Postsecondary non-degree award,None,None
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,49-3021,Automotive Body and Related Repairers,280,320,40,14.3,100,180,320,24.56,"51,085",High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,49-3022,Automotive Glass Installers and Repairers,50,50,0,0.0,20,40,60,18.44,"38,365",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,49-3023,Automotive Service Technicians and Mechanics,2040,2160,120,5.9,620,1420,2160,23.40,"48,687",Postsecondary non-degree award,None,Short-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,680,780,100,14.7,210,450,760,28.67,"59,630",High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,49-3041,Farm Equipment Mechanics and Service Technicians,500,560,60,12.0,160,360,580,23.15,"48,140",High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",370,430,60,16.2,120,270,450,30.32,"63,050",High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,70,70,0,0.0,30,50,80,21.65,"45,030",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,49-3093,Tire Repairers and Changers,300,330,30,10.0,100,260,390,17.34,"36,061",High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,3,49-9000,"Other Installation, Maintenance, and Repair Occupations",6910,7890,980,14.2,2430,4560,7970,0.00,0,N/A,N/A,N/A
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",110,120,10,9.1,30,60,100,49.20,"102,334",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",850,970,120,14.1,230,620,970,28.36,"58,989",Postsecondary non-degree award,None,Long-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,49-9041,Industrial Machinery Mechanics,930,1150,220,23.7,320,560,1100,29.38,"61,097",High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,49-9043,"Maintenance Workers, Machinery",120,130,10,8.3,40,70,120,23.54,"48,956",High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,49-9051,Electrical Power-Line Installers and Repairers,170,180,10,5.9,30,120,160,58.50,"121,698",High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,49-9052,Telecommunications Line Installers and Repairers,190,220,30,15.8,50,170,250,41.36,"86,040",High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,49-9062,Medical Equipment Repairers,120,140,20,16.7,60,80,160,28.34,"58,958",Associate's degree,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,49-9069,"Precision Instrument and Equipment Repairers, All Other",50,60,10,20.0,20,30,60,22.98,"47,809",High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,49-9071,"Maintenance and Repair Workers, General",3000,3390,390,13.0,1130,1860,3380,22.16,"46,094",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",140,160,20,14.3,70,130,220,17.22,"35,813",High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,49-9099,"Installation, Maintenance, and Repair Workers, All Other",880,970,90,10.2,330,620,1040,19.88,"41,351",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,2,51-0000,Production Occupations,19470,20450,980,5.0,7680,14390,23050,17.51,"36,423",N/A,N/A,N/A
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,3,51-1000,Supervisors of Production Workers,1240,1340,100,8.1,390,870,1360,0.00,0,N/A,N/A,N/A
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-1011,First-Line Supervisors of Production and Operating Workers,1240,1340,100,8.1,390,870,1360,29.49,"61,360",High school diploma or equivalent,Less than 5 years,None
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,3,51-2000,Assemblers and Fabricators,2290,2290,0,0.0,860,1620,2480,0.00,0,N/A,N/A,N/A
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",210,210,0,0.0,90,140,230,17.18,"35,726",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-2041,Structural Metal Fabricators and Fitters,100,90,-10,-10.0,20,80,90,22.55,"46,920",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-2090,Miscellaneous Assemblers and Fabricators,1920,1910,-10,-0.5,730,1370,2090,15.15,"31,502",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,3,51-3000,Food Processing Workers,5010,5210,200,4.0,2190,3790,6180,0.00,0,N/A,N/A,N/A
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-3011,Bakers,480,560,80,16.7,290,390,760,15.17,"31,554",No formal educational credential,None,Long-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-3021,Butchers and Meat Cutters,720,770,50,6.9,300,550,900,18.06,"37,557",No formal educational credential,None,Long-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-3023,Slaughterers and Meat Packers,2010,2010,0,0.0,820,1490,2310,15.00,"31,200",No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",50,60,10,20.0,20,40,70,15.53,"32,313",No formal educational credential,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-3092,Food Batchmakers,450,490,40,8.9,220,350,610,15.52,"32,282",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-3093,Food Cooking Machine Operators and Tenders,70,80,10,14.3,50,70,130,15.00,"31,200",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-3099,"Food Processing Workers, All Other",230,240,10,4.3,80,150,240,15.29,"31,804",No formal educational credential,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,3,51-4000,Metal Workers and Plastic Workers,2420,2510,90,3.7,750,1780,2620,0.00,0,N/A,N/A,N/A
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",190,190,0,0.0,60,130,190,18.40,"38,285",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",80,70,-10,-12.5,30,50,70,16.76,"34,873",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-4041,Machinists,420,450,30,7.1,140,290,460,22.64,"47,097",High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-4051,Metal-Refining Furnace Operators and Tenders,50,50,0,0.0,10,30,40,30.06,"62,525",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",160,150,-10,-6.3,50,110,150,18.16,"37,775",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",180,190,10,5.6,60,130,200,18.71,"38,909",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-4121,"Welders, Cutters, Solderers, and Brazers",950,1010,60,6.3,260,770,1090,23.18,"48,220",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",100,90,-10,-10.0,30,60,80,18.26,"37,983",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-4199,"Metal Workers and Plastic Workers, All Other",90,90,0,0.0,30,60,90,18.11,"37,682",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,3,51-5100,Printing Workers,280,280,0,0.0,110,200,310,0.00,0,N/A,N/A,N/A
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-5112,Printing Press Operators,210,220,10,4.8,80,150,240,21.94,"45,640",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,3,51-6000,"Textile, Apparel, and Furnishings Workers",840,940,100,11.9,520,540,1160,0.00,0,N/A,N/A,N/A
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-6011,Laundry and Dry-Cleaning Workers,360,440,80,22.2,260,270,610,15.00,"31,200",No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-6021,"Pressers, Textile, Garment, and Related Materials",200,210,10,5.0,90,120,220,15.00,"31,200",No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-6031,Sewing Machine Operators,130,130,0,0.0,80,70,150,15.00,"31,200",No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-6052,"Tailors, Dressmakers, and Custom Sewers",80,70,-10,-12.5,60,40,90,0.00,0,No formal educational credential,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,3,51-7000,Woodworkers,340,420,80,23.5,140,240,460,0.00,0,N/A,N/A,N/A
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-7011,Cabinetmakers and Bench Carpenters,180,230,50,27.8,80,110,240,18.06,"37,567",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",50,60,10,20.0,20,40,70,17.87,"37,162",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",90,110,20,22.2,30,70,120,18.02,"37,474",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,3,51-8000,Plant and System Operators,660,680,20,3.0,220,450,690,0.00,0,N/A,N/A,N/A
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-8013,Power Plant Operators,80,80,0,0.0,20,50,70,63.98,"133,072",High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-8021,Stationary Engineers and Boiler Operators,190,200,10,5.3,90,140,240,35.73,"74,323",High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-8031,Water and Wastewater Treatment Plant and System Operators,340,330,-10,-2.9,100,210,300,30.68,"63,826",High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,3,51-9000,Other Production Occupations,6390,6780,390,6.1,2500,4890,7780,0.00,0,N/A,N/A,N/A
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-9011,Chemical Equipment Operators and Tenders,100,100,0,0.0,20,70,90,22.25,"46,275",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",250,270,20,8.0,60,200,280,18.88,"39,273",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",110,110,0,0.0,40,80,120,17.60,"36,610",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",240,240,0,0.0,80,180,260,18.19,"37,817",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",110,120,10,9.1,50,90,150,18.16,"37,786",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",50,50,0,0.0,10,30,40,18.68,"38,868",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",1460,1470,10,0.7,560,1160,1730,17.93,"37,286",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-9111,Packaging and Filling Machine Operators and Tenders,1680,1860,180,10.7,730,1170,2080,15.43,"32,085",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",310,350,40,12.9,90,240,370,21.83,"45,401",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-9161,Computer Numerically Controlled Tool Operators,210,200,-10,-4.8,70,150,210,23.18,"48,210",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",140,160,20,14.3,50,110,180,16.75,"34,842",High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,Fresno MSA (Fresno County),2020-2030,4,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",50,70,20,40.0,20,40,80,18.41,"38,295",High school diploma or equivalent,None,Long-term on-the-job training
